vendor_project,product,vulnerability_name,date_added,short_description,required_action,due_date,pub_date,cvss,cwe,vector,complexity,severity
60,338,657,2022-05-23,A vulnerability in WhatsApp Desktop when paired with WhatsApp for iPhone allows cross-site scripting and local file reading.,Apply updates per vendor instructions.,2022-06-13,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,405,2022-05-23,"A privilege escalation vulnerability exists when the Windows AppX Deployment Extensions improperly performs privilege management, resulting in access to system files.",Apply updates per vendor instructions.,2022-06-13,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,408,2022-05-23,A privilege escalation vulnerability exists when Windows AppX Deployment Service (AppXSVC) improperly handles hard links.,Apply updates per vendor instructions.,2022-06-13,Unknown,0.0,Unknown,Unknown,Unknown,3
1,101,33,2022-05-23,Adobe Flash Player have a stack-based buffer overflow vulnerability that could lead to remote code execution.,The impacted product is end-of-life and should be disconnected if still in use.,2022-06-13,Unknown,0.0,Unknown,Unknown,Unknown,3
62,339,399,2022-05-23,A privilege escalation vulnerability exists when Windows improperly handles calls to Win32k.sys. An attacker who successfully exploited this vulnerability could run remote code in the security context of the local system.,Apply updates per vendor instructions.,2022-06-13,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,432,2022-05-24,A privilege escalation vulnerability exists when the Windows kernel fails to properly handle objects in memory.,Apply updates per vendor instructions.,2022-06-14,Unknown,0.0,Unknown,Unknown,Unknown,3
87,205,548,2022-05-24,A cross-site scripting vulnerability affecting QNAP NAS File Station could allow remote attackers to inject malicious code.,Apply updates per vendor instructions.,2022-06-14,Unknown,0.0,Unknown,Unknown,Unknown,3
87,205,547,2022-05-24,A command injection vulnerability affecting QNAP NAS File Station could allow remote attackers to run commands.,Apply updates per vendor instructions.,2022-06-14,Unknown,0.0,Unknown,Unknown,Unknown,3
87,205,548,2022-05-24,A cross-site scripting vulnerability affecting QNAP NAS File Station could allow remote attackers to inject malicious code.,Apply updates per vendor instructions.,2022-06-14,Unknown,0.0,Unknown,Unknown,Unknown,3
62,257,451,2022-05-24,The SMBv1 server in Microsoft Windows allows remote attackers to obtain sensitive information from process memory via a crafted packet.,Apply updates per vendor instructions.,2022-06-14,Unknown,0.0,Unknown,Unknown,Unknown,3
62,352,474,2022-05-24,"Microsoft XML Core Services (MSXML) improperly handles objects in memory, allowing attackers to test for files on disk via a crafted web site.",Apply updates per vendor instructions.,2022-06-14,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,423,2022-05-24,The Graphics Device Interface (GDI) in Microsoft Windows allows local users to gain privileges via a crafted application.,Apply updates per vendor instructions.,2022-06-14,Unknown,0.0,Unknown,Unknown,Unknown,3
62,138,352,2022-05-24,Microsoft Internet Explorer allows remote attackers to execute code or cause a denial-of-service (memory corruption) via a crafted web site.,Apply updates per vendor instructions.,2022-06-14,Unknown,0.0,Unknown,Unknown,Unknown,3
62,138,354,2022-05-24,"A privilege escalation vulnerability exists when Internet Explorer does not properly enforce cross-domain policies, which could allow an attacker to access information.",Apply updates per vendor instructions.,2022-06-14,Unknown,0.0,Unknown,Unknown,Unknown,3
10,109,121,2022-05-24,"Artifex Ghostscript allows -dSAFER bypass and remote command execution via .rsdparams type confusion with a ""/OutputFile.",Apply updates per vendor instructions.,2022-06-14,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,454,2022-05-24,Microsoft Windows allows an attacker to take control of the affected system when Windows Search fails to handle objects in memory.,Apply updates per vendor instructions.,2022-06-14,Unknown,0.0,Unknown,Unknown,Unknown,3
54,326,303,2022-05-24,ConnectWise ManagedITSync integration for Kaseya VSA is vulnerable to unauthenticated remote commands that allow full direct access to the Kaseya VSA database.,The impacted product is end-of-life and should be disconnected if still in use.,2022-06-14,Unknown,0.0,Unknown,Unknown,Unknown,3
62,138,351,2022-05-24,An information disclosure vulnerability exists when Internet Explorer does not properly handle JavaScript. The vulnerability could allow an attacker to detect specific files on the user's computer.,Apply updates per vendor instructions.,2022-06-14,Unknown,0.0,Unknown,Unknown,Unknown,3
62,140,359,2022-05-24,An information disclosure vulnerability exists in the way that certain functions in Internet Explorer and Edge handle objects in memory. The vulnerability could allow an attacker to detect specific files on the user's computer.,Apply updates per vendor instructions.,2022-06-14,Unknown,0.0,Unknown,Unknown,Unknown,3
6,358,93,2022-05-24,The Apple iOS kernel allows attackers to obtain sensitive information from memory via a crafted application.,Apply updates per vendor instructions.,2022-06-14,Unknown,0.0,Unknown,Unknown,Unknown,3
6,358,96,2022-05-24,A memory corruption vulnerability in Apple iOS kernel allows attackers to execute code in a privileged context or cause a denial-of-service via a crafted application.,Apply updates per vendor instructions.,2022-06-14,Unknown,0.0,Unknown,Unknown,Unknown,3
6,358,99,2022-05-24,WebKit in Apple iOS contains a memory corruption vulnerability which allows attackers to execute remote code or cause a denial-of-service via a crafted web site.,Apply updates per vendor instructions.,2022-06-14,Unknown,0.0,Unknown,Unknown,Unknown,3
16,11,144,2022-05-24,A buffer overflow vulnerability in the Simple Network Management Protocol (SNMP) code of Cisco ASA software could allow an attacker to cause a reload of the affected system or to remotely execute code.,Apply updates per vendor instructions.,2022-06-14,Unknown,0.0,Unknown,Unknown,Unknown,3
16,11,143,2022-05-24,"A vulnerability in the command-line interface (CLI) parser of Cisco ASA software could allow an authenticated, local attacker to create a denial-of-service condition or potentially execute code.",Apply updates per vendor instructions.,2022-06-14,Unknown,0.0,Unknown,Unknown,Unknown,3
62,138,353,2022-05-24,An information disclosure vulnerability exists when the Microsoft Internet Messaging API improperly handles objects in memory. An attacker who successfully exploited this vulnerability could allow the attacker to test for the presence of files on disk.,Apply updates per vendor instructions.,2022-06-14,Unknown,0.0,Unknown,Unknown,Unknown,3
74,279,522,2022-05-25,Oracle Solaris component: XScreenSaver contains an unspecified vulnerability which allows for privilege escalation.,Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,424,2022-05-25,A remote code execution vulnerability exists due to the way the Windows GDI component handles objects in the memory. An attacker who successfully exploits this vulnerability could take control of the affected system.,Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,442,2022-05-25,A remote code execution vulnerability exists when the Windows font library improperly handles specially crafted embedded fonts. An attacker who successfully exploits this vulnerability could take control of the affected system.,Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
1,102,37,2022-05-25,Integer overflow vulnerability in Adobe Flash Player and AIR allows attackers to execute code.,The impacted products are end-of-life and should be disconnected if still in use.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
1,102,38,2022-05-25,Use-after-free vulnerability in Adobe Flash Player and Adobe AIR allows attackers to execute code.,The impacted products are end-of-life and should be disconnected if still in use.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,270,392,2022-05-25,"Microsoft Silverlight mishandles negative offsets during decoding, which allows attackers to execute remote code or cause a denial-of-service.",The impacted products are end-of-life and should be disconnected if still in use.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
1,101,24,2022-05-25,"Adobe Flash Player does not properly restrict discovery of memory addresses, which allows attackers to bypass the address space layout randomization (ASLR) protection mechanism.",The impacted product is end-of-life and should be disconnected if still in use.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,460,2022-05-25,Directory traversal vulnerability in the TS WebProxy (TSWbPrxy) component in Microsoft Windows allows remote attackers to escalate privileges.,Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,138,350,2022-05-25,Microsoft Internet Explorer allows remote attackers to bypass the address space layout randomization (ASLR) protection mechanism via a crafted web site.,Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,339,399,2022-05-25,Win32k.sys in the kernel-mode drivers in Microsoft Windows allows local users to gain privileges or cause denial-of-service.,Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,138,352,2022-05-25,Microsoft Internet Explorer contains a memory corruption vulnerability that allows remote attackers to execute code or cause denial-of-service.,Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,438,2022-05-25,A privilege escalation vulnerability exists when the Windows Mount Manager component improperly processes symbolic links.,Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
66,98,485,2022-05-25,Moxilla Firefox allows remote attackers to bypass the Same Origin Policy to read arbitrary files or gain privileges.,Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
1,101,29,2022-05-25,Integer overflow in Adobe Flash Player allows attackers to execute code.,The impacted product is end-of-life and should be disconnected if still in use.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,432,2022-05-25,The kernel in Microsoft Windows contains a vulnerability that allows local users to gain privileges via a crafted application.,Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,446,2022-05-25,"A remote code execution vulnerability exists when components of Windows, .NET Framework, Office, Lync, and Silverlight fail to properly handle TrueType fonts.",Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,446,2022-05-25,A remote code execution vulnerability exists when the Windows kernel-mode driver improperly handles TrueType fonts.,Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
1,101,27,2022-05-25,Adobe Flash Player has a vulnerability in the way it handles a dereferenced memory pointer which could lead to code execution.,The impacted product is end-of-life and should be disconnected if still in use.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,138,354,2022-05-25,Microsoft Internet Explorer contains an unspecified vulnerability that allows remote attackers to gain privileges via a crafted web site.,Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
1,6,10,2022-05-25,"Adobe Acrobat and Reader on Windows allow attackers to bypass a sandbox protection mechanism, and consequently execute native code in a privileged context.",Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,138,354,2022-05-25,Microsoft Internet Explorer cotains an unspecified vulnerability that allows remote attackers to gain privileges via a crafted web site.,Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,136,349,2022-05-25,Microsoft Input Method Editor (IME) Japanese is a keyboard with Japanese characters that can be enabled on Windows systems as it is included by default (with the default set as disabled). IME Japanese contains an unspecified vulnerability when IMJPDCT.EXE (IME for Japanese) is installed which allows attackers to bypass a sandbox and perform privilege escalation.,Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
58,156,311,2022-05-25,"The futex_requeue function in kernel/futex.c in Linux kernel does not ensure that calls have two different futex addresses, which allows local users to gain privileges.",Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,138,351,2022-05-25,An information disclosure vulnerability exists in Internet Explorer which allows resources loaded into memory to be queried. This vulnerability could allow an attacker to detect anti-malware applications.,Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
47,135,288,2022-05-25,"Certain APIs within BigInsights can take invalid input that might allow attackers unauthorized access to read, write, modify, or delete data.",The impacted product is end-of-life and should be disconnected if still in use.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,270,391,2022-05-25,"Microsoft Silverlight does not properly validate pointers during access to Silverlight elements, which allows remote attackers to obtain sensitive information via a crafted Silverlight application.",The impacted product is end-of-life and should be disconnected if still in use.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
74,146,514,2022-05-25,Unspecified vulnerability in hotspot for Java Runtime Environment (JRE) allows remote attackers to affect integrity.,Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
74,146,513,2022-05-25,Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle allows remote attackers to bypass the Java security sandbox.,Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
74,146,512,2022-05-25,A vulnerability in the way Java restricts the permissions of Java applets could allow an attacker to execute commands on a vulnerable system.,Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
62,270,390,2022-05-25,"Microsoft Silverlight does not properly validate pointers during HTML object rendering, which allows remote attackers to execute code via a crafted Silverlight application.",The impacted product is end-of-life and should be disconnected if still in use.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
74,108,511,2022-05-25,"Unspecified vulnerability in the Oracle WebCenter Forms Recognition component in Oracle Fusion Middleware allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to Designer.",Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
95,143,564,2022-05-25,"Unauthenticated access to the JBoss Application Server Web Console (/web-console) is blocked by default. However, it was found that this block was incomplete, and only blocked GET and POST HTTP verbs. A remote attacker could use this flaw to gain access to sensitive information.",Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
74,146,514,2022-05-25,"Unspecified vulnerability in the Java Runtime Environment (JRE) in Java SE component allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors.",Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
95,143,563,2022-05-25,"The JMX-Console web application in JBossAs in Red Hat JBoss Enterprise Application Platform performs access control only for the GET and POST methods, which allows remote attackers to send requests to this application's GET handler by using a different method.",Apply updates per vendor instructions.,2022-06-15,Unknown,0.0,Unknown,Unknown,Unknown,3
11,55,126,2022-06-02,Atlassian Confluence Server and Data Center contain a remote code execution vulnerability that allows for an unauthenticated attacker to perform remote code execution.,"Immediately block all internet traffic to and from affected products AND apply the update per vendor instructions [https://confluence.atlassian.com/doc/confluence-security-advisory-2022-06-02-1130377146.html] OR remove the affected products by the due date on the right. Note: Once the update is successfully deployed, agencies can reassess the internet blocking rules.",2022-06-06,Unknown,0.0,Unknown,Unknown,Unknown,3
75,173,314,2022-06-08,Owl Labs Meeting Owl and Whiteboard Owl allow attackers to activate Tethering Mode with hard-coded hoothoot credentials via a certain c 150 value.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
87,222,553,2022-06-08,QNAP devices running Photo Station contain an external control of file name or path vulnerability allowing remote attackers to access or modify system files.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
87,222,553,2022-06-08,QNAP devices running Photo Station contain an external control of file name or path vulnerability allowing remote attackers to access or modify system files.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
87,233,554,2022-06-08,QNAP QTS contains an improper input validation vulnerability allowing remote attackers to inject code on the system.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
87,222,552,2022-06-08,QNAP NAS devices running Photo Station contain an improper access control vulnerability allowing remote attackers to gain unauthorized access to the system.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
42,47,274,2022-06-08,Google Chromium V8 Engine contains an out-of-bounds write vulnerability which allows a remote attacker to potentially exploit heap corruption.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
16,234,181,2022-06-08,A deserialization of untrusted data vulnerability in the web-based management interface of certain Cisco Small Business RV Series Routers could allow an attacker to execute code with root privileges.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
42,47,270,2022-06-08,Google Chromium V8 Engine contains an integer overflow vulnerability which allows a remote attacker to potentially exploit heap corruption.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
1,6,8,2022-06-08,Adobe Acrobat and Reader have a double free vulnerability that could lead to remote code execution.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
42,47,274,2022-06-08,Google Chromium V8 Engine contains an out-of-bounds write vulnerability which allows a remote attacker to execute code inside a sandbox.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
42,47,275,2022-06-08,Google Chromium V8 Engine contains an unspecified vulnerability which allows for remote code execution.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
68,192,492,2022-06-08,Multiple NETGEAR devices contain a buffer overflow vulnerability that allows for authentication bypass and remote code execution.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
42,47,276,2022-06-08,Google Chromium V8 Engine contains a type confusion vulnerability which allows a remote attacker to execute code inside a sandbox.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
42,47,271,2022-06-08,Google Chromium V8 Engine contains a memory corruption vulnerability which allows a remote attacker to execute code.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
42,47,272,2022-06-08,Google Chromium V8 Engine contains an out-of-bounds memory vulnerability.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
42,47,273,2022-06-08,Google Chromium V8 contains an out-of-bounds read vulnerability.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
62,210,369,2022-06-08,Microsoft Office contains a buffer overflow vulnerability which allows remote attackers to execute code via crafted PNG data in an Office document.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
1,101,29,2022-06-08,Adobe Flash Player contains an integer overflow vulnerability which allows remote attackers to execute code via malformed arguments.,The impacted product is end-of-life and should be disconnected if still in use.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
62,138,358,2022-06-08,Microsoft Internet Explorer contains a use-after-free vulnerability which allows remote attackers to execute code via a crafted web site.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
62,352,475,2022-06-08,Microsoft XML Core Services contains a memory corruption vulnerability which could allow for remote code execution.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
1,101,26,2022-06-08,Adobe Flash Player contains a XSS vulnerability which allows remote attackers to inject web script or HTML.,The impacted product is end-of-life and should be disconnected if still in use.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
1,101,30,2022-06-08,Adobe Flash Player contains a memory corruption vulnerability which allows remote attackers to execute code or cause denial-of-service.,The impacted product is end-of-life and should be disconnected if still in use.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,410,2022-06-08,"The Authenticode Signature Verification function in Microsoft Windows (WinVerifyTrust) does not properly validate the digest of a signed portable executable (PE) file, which allows user-assisted remote attackers to execute code.",Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
1,6,12,2022-06-08,The Universal 3D (U3D) component in Adobe Acrobat and Reader contains a memory corruption vulnerability which could allow remote attackers to execute code or cause denial-of-service.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
1,101,35,2022-06-08,Adobe Flash Player contains an unspecified vulnerability which allows remote attackers to execute code or cause denial-of-service.,The impacted product is end-of-life and should be disconnected if still in use.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
1,238,11,2022-06-08,Adobe Acrobat and Reader contain a stack-based buffer overflow vulnerability which allows remote attackers to execute code or cause denial-of-service.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
62,226,383,2022-06-08,Microsoft PowerPoint contains a buffer overflow vulnerability that alllows for remote code execution.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
1,101,30,2022-06-08,Adobe Flash Player contains a memory corruption vulnerability that allows remote attackers to execute code or cause denial-of-service.,The impacted product is end-of-life and should be disconnected if still in use.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
1,6,15,2022-06-08,Use-after-free vulnerability in Adobe Acrobat and Reader allows remote attackers to execute code via a crafted PDF file.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
1,6,13,2022-06-08,Adobe Acrobat and Reader contains an array boundary issue in Universal 3D (U3D) support that could lead to remote code execution.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
1,7,16,2022-06-08,Adobe Acrobat and Reader and Adobe Flash Player allows remote attackers to execute code or cause denial-of-service.,"For Adobe Acrobat and Reader, apply updates per vendor instructions. For Adobe Flash Player, the impacted product is end-of-life and should be disconnected if still in use.",2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
62,210,369,2022-06-08,Microsoft Office contains a buffer overflow vulnerability that allows remote attackers to execute code via a Word document with a crafted tag containing an invalid length field.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
62,210,374,2022-06-08,Microsoft Office contains an object record corruption vulnerability which allows remote attackers to execute code via a crafted Excel file with a malformed record object.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
1,6,14,2022-06-08,Adobe Acrobat and Reader contains an unespecified vulnerability described as a design flaw which could allow a specially crafted file to be printed silently an arbitrary number of times.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
1,6,7,2022-06-08,Adobe Acrobat and Reader contain a buffer overflow vulnerability which allows remote attackers to execute code via a PDF file with long arguments to unspecified JavaScript methods.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
62,349,471,2022-06-08,Microsoft Word and Microsoft Works Suites contain a malformed object pointer which allows attackers to execute code.,Apply updates per vendor instructions.,2022-06-22,Unknown,0.0,Unknown,Unknown,Unknown,3
101,202,578,2022-06-09,SAP NetWeaver contains a vulnerability that allows unrestricted file upload.,Apply updates per vendor instructions.,2022-06-30,Unknown,0.0,Unknown,Unknown,Unknown,3
101,202,577,2022-06-09,SQL injection vulnerability in the UDDI server in SAP NetWeaver J2EE Engine 7.40 allows remote attackers to execute arbitrary SQL commands via unspecified vectors.,Apply updates per vendor instructions.,2022-06-30,Unknown,0.0,Unknown,Unknown,Unknown,3
101,202,576,2022-06-09,The Universal Worklist Configuration in SAP NetWeaver AS JAVA 7.4 allows remote attackers to obtain sensitive user information via a crafted HTTP request.,Apply updates per vendor instructions.,2022-06-30,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,459,2022-06-14,A remote code execution vulnerability exists when MSDT is called using the URL protocol from a calling application such as Word. An attacker who successfully exploits this vulnerability can run code with the privileges of the calling application.,Apply updates per vendor instructions.,2022-07-05,Unknown,0.0,Unknown,Unknown,Unknown,3
64,175,478,2022-06-27,The Service Appliance component in Mitel MiVoice Connect allows remote code execution due to incorrect data validation.,Apply updates per vendor instructions.,2022-07-18,Unknown,0.0,Unknown,Unknown,Unknown,3
42,44,267,2022-06-27,Insufficient policy enforcement in the PopupBlocker for Chromium allows an attacker to remotely bypass security mechanisms. This vulnerability impacts web browsers using Chromium such as Chrome and Edge.,Apply updates per vendor instructions.,2022-07-18,Unknown,0.0,Unknown,Unknown,Unknown,3
95,225,566,2022-06-27,The Red Hat polkit pkexec utility contains an out-of-bounds read and write vulnerability which allows for privilege escalation with administrative rights.,Apply updates per vendor instructions.,2022-07-18,Unknown,0.0,Unknown,Unknown,Unknown,3
6,360,101,2022-06-27,Apple iOS and iPadOS contain a buffer overflow vulnerability that could allow an application to execute code with kernel privileges.,Apply updates per vendor instructions.,2022-07-18,Unknown,0.0,Unknown,Unknown,Unknown,3
6,195,81,2022-06-27,"Apple iOS, iPadOS, macOS, tvOS, and watchOS contain a memory corruption vulnerability that could allow an application to execute code with kernel privileges.",Apply updates per vendor instructions.,2022-07-18,Unknown,0.0,Unknown,Unknown,Unknown,3
6,195,81,2022-06-27,"Apple iOS, iPadOS, and tvOS contain a memory corruption vulnerability that could allow an application to execute code with kernel privileges.",Apply updates per vendor instructions.,2022-07-18,Unknown,0.0,Unknown,Unknown,Unknown,3
6,195,83,2022-06-27,"A use-after-free vulnerability in Apple iOS, macOS, tvOS, and watchOS could allow a malicious application to execute code with system privileges.",Apply updates per vendor instructions.,2022-07-18,Unknown,0.0,Unknown,Unknown,Unknown,3
6,195,81,2022-06-27,"Apple iOS, macOS, tvOS, and watchOS contain a memory corruption vulnerability which can allow for code execution.",Apply updates per vendor instructions.,2022-07-18,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,434,2022-07-01,Microsoft Windows Local Security Authority (LSA) contains a spoofing vulnerability where an attacker can coerce the domain controller to authenticate to the attacker using NTLM.,Apply remediation actions outlined in CISA guidance [https://www.cisa.gov/guidance-applying-june-microsoft-patch].,2022-07-22,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,416,2022-07-12,Microsoft Windows CSRSS contains an unspecified vulnerability which allows for privilege escalation to SYSTEM privileges.,Apply updates per vendor instructions.,2022-08-02,Unknown,0.0,Unknown,Unknown,Unknown,3
11,53,129,2022-07-29,"Atlassian Questions For Confluence App has hard-coded credentials, exposing the username and password in plaintext. A remote unauthenticated attacker can use these credentials to log into Confluence and access all content accessible to users in the confluence-users group.",Apply updates per vendor instructions.,2022-08-19,Unknown,0.0,Unknown,Unknown,Unknown,3
136,50,668,2022-08-04,Zimbra Collaboration (ZCS) allows an attacker to inject memcache commands into a targeted instance which causes an overwrite of arbitrary cached entries.,Apply updates per vendor instructions.,2022-08-25,Unknown,0.0,Unknown,Unknown,Unknown,3
62,342,459,2022-08-09,A remote code execution vulnerability exists when Microsoft Windows MSDT is called using the URL protocol from a calling application.,Apply updates per vendor instructions.,2022-08-30,Unknown,0.0,Unknown,Unknown,Unknown,3
92,314,559,2022-08-09,"RARLAB UnRAR on Linux and UNIX contains a directory traversal vulnerability, allowing an attacker to write to files during an extract (unpack) operation.",Apply updates per vendor instructions.,2022-08-30,Unknown,0.0,Unknown,Unknown,Unknown,3
136,50,666,2022-08-11,"Zimbra Collaboration (ZCS) contains flaw in the mboximport functionality, allowing an authenticated attacker to upload arbitrary files to perform remote code execution. This vulnerability was chained with CVE-2022-37042 which allows for unauthenticated remote code execution.",Apply updates per vendor instructions.,2022-09-01,Unknown,0.0,Unknown,Unknown,Unknown,3
136,50,667,2022-08-11,Zimbra Collaboration (ZCS) contains an authentication bypass vulnerability in MailboxImportServlet. This vulnerability was chained with CVE-2022-27925 which allows for unauthenticated remote code execution.,Apply updates per vendor instructions.,2022-09-01,Unknown,0.0,Unknown,Unknown,Unknown,3
101,195,571,2022-08-18,"SAP NetWeaver Application Server ABAP, SAP NetWeaver Application Server Java, ABAP Platform, SAP Content Server and SAP Web Dispatcher allow HTTP request smuggling. An unauthenticated attacker can prepend a victim's request with arbitrary data, allowing for function execution impersonating the victim or poisoning intermediary Web caches.",Apply updates per vendor instructions.,2022-09-08,Unknown,0.0,Unknown,Unknown,Unknown,3
6,361,107,2022-08-18,Apple iOS and macOS contain an out-of-bounds write vulnerability that could allow an application to execute code with kernel privileges.,Apply updates per vendor instructions.,2022-09-08,Unknown,0.0,Unknown,Unknown,Unknown,3
6,361,107,2022-08-18,Apple iOS and macOS contain an out-of-bounds write vulnerability that could allow for remote code execution when processing malicious crafted web content.,Apply updates per vendor instructions.,2022-09-08,Unknown,0.0,Unknown,Unknown,Unknown,3
42,42,258,2022-08-18,"Google Chrome Intents allows for insufficient validation of untrusted input, causing unknown impacts. CISA will update this description if more information becomes available.",Apply updates per vendor instructions.,2022-09-08,Unknown,0.0,Unknown,Unknown,Unknown,3
